GKZ,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,ÖVP,%,SPÖ,%.1,FPÖ,%.2,GRÜNE,%.3,NEOS,%.4,BIER,%.5,MFG,%.6,BGE,%.7,LMP,%.8,GAZA,%.9,KPÖ,%.10,KEINE,%.11
G70908,Finkenberg,1050,794,2,792,320,40.4,94,11.86,256,32.32,22,2.77,72,9.09,12,1.51,1.0,0.12,,0.0,2,0.25,0.0,0.0,7,0.88,6,0.75
G70909,Fügen,2798,1860,10,1850,554,29.94,248,13.4,689,37.24,80,4.32,174,9.4,51,2.75,10.0,0.54,,0.0,5,0.27,4.0,0.21,25,1.35,10,0.54
G70910,Fügenberg,1113,801,9,792,264,33.33,68,8.58,338,42.67,39,4.92,56,7.07,13,1.64,3.0,0.37,,0.0,6,0.75,0.0,0.0,4,0.5,1,0.12
G70911,Gallzein,510,398,5,393,108,27.48,25,6.36,202,51.39,10,2.54,28,7.12,5,1.27,2.0,0.5,,0.0,3,0.76,0.0,0.0,7,1.78,3,0.76
G70912,Gerlos,561,465,2,463,263,56.8,34,7.34,109,23.54,4,0.86,43,9.28,4,0.86,3.0,0.64,,0.0,1,0.21,0.0,0.0,1,0.21,1,0.21
G70913,Gerlosberg,376,274,1,273,84,30.76,9,3.29,159,58.24,3,1.09,11,4.02,0,0.0,1.0,0.36,,0.0,1,0.36,0.0,0.0,3,1.09,2,0.73
G70914,Hainzenberg,550,394,1,393,148,37.65,38,9.66,157,39.94,8,2.03,18,4.58,13,3.3,0.0,0.0,,0.0,1,0.25,0.0,0.0,7,1.78,3,0.76
G70915,Hart im Zillertal,1244,823,3,820,278,33.9,78,9.51,335,40.85,40,4.87,58,7.07,16,1.95,3.0,0.36,,0.0,3,0.36,0.0,0.0,6,0.73,3,0.36
G70916,Hippach,1095,763,4,759,385,50.72,46,6.06,248,32.67,11,1.44,42,5.53,12,1.58,5.0,0.65,,0.0,1,0.13,0.0,0.0,5,0.65,4,0.52
G70917,Jenbach,4934,3310,22,3288,723,21.98,649,19.73,1154,35.09,204,6.2,258,7.84,88,2.67,18.0,0.54,,0.0,15,0.45,80.0,2.43,84,2.55,15,0.45
G70918,Kaltenbach,872,625,6,619,180,29.07,81,13.08,261,42.16,23,3.71,41,6.62,7,1.13,6.0,0.96,,0.0,3,0.48,5.0,0.8,10,1.61,2,0.32
G70920,Mayrhofen,2503,1777,9,1768,715,40.44,148,8.37,481,27.2,109,6.16,231,13.06,54,3.05,2.0,0.11,,0.0,7,0.39,0.0,0.0,13,0.73,8,0.45
G70921,Pill,947,751,5,746,247,33.1,79,10.58,306,41.01,46,6.16,40,5.36,15,2.01,1.0,0.13,,0.0,0,0.0,1.0,0.13,11,1.47,0,0.0
G70922,Ramsau im Zillertal,1238,937,5,932,332,35.62,76,8.15,372,39.91,35,3.75,73,7.83,21,2.25,1.0,0.1,,0.0,6,0.64,0.0,0.0,11,1.18,5,0.53
G70923,Ried im Zillertal,900,661,7,654,235,35.93,70,10.7,215,32.87,18,2.75,62,9.48,25,3.82,3.0,0.45,,0.0,2,0.3,2.0,0.3,16,2.44,6,0.91
G70924,Rohrberg,440,335,0,335,118,35.22,38,11.34,147,43.88,9,2.68,18,5.37,1,0.29,1.0,0.29,,0.0,0,0.0,0.0,0.0,1,0.29,2,0.59
G70925,Schlitters,1085,773,12,761,229,30.09,68,8.93,329,43.23,27,3.54,65,8.54,13,1.7,4.0,0.52,,0.0,2,0.26,13.0,1.7,6,0.78,5,0.65
G70926,Schwaz,10060,6936,55,6881,1644,23.89,1459,21.2,2011,29.22,611,8.87,672,9.76,123,1.78,28.0,0.4,,0.0,39,0.56,84.0,1.22,178,2.58,32,0.46
G70927,Schwendau,1276,922,6,916,360,39.3,72,7.86,337,36.79,34,3.71,66,7.2,24,2.62,1.0,0.1,,0.0,3,0.32,0.0,0.0,7,0.76,12,1.31
G70928,Stans,1630,1276,12,1264,427,33.78,157,12.42,380,30.06,83,6.56,144,11.39,25,1.97,7.0,0.55,,0.0,11,0.87,6.0,0.47,15,1.18,9,0.71
G70929,Steinberg am Rofan,208,160,3,157,79,50.31,3,1.91,65,41.4,2,1.27,7,4.45,1,0.63,0.0,0.0,,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
G70930,Strass im Zillertal,651,498,2,496,164,33.06,71,14.31,160,32.25,29,5.84,45,9.07,9,1.81,3.0,0.6,,0.0,3,0.6,1.0,0.2,11,2.21,0,0.0
G70931,Stumm,1454,1054,14,1040,373,35.86,110,10.57,344,33.07,57,5.48,108,10.38,25,2.4,5.0,0.48,,0.0,3,0.28,0.0,0.0,9,0.86,6,0.57
G70932,Stummerberg,704,485,1,484,195,40.28,27,5.57,223,46.07,6,1.23,21,4.33,3,0.61,2.0,0.41,,0.0,0,0.0,1.0,0.2,3,0.61,3,0.61
G70933,Terfens,1697,1347,3,1344,416,30.95,151,11.23,389,28.94,105,7.81,168,12.5,37,2.75,9.0,0.66,,0.0,11,0.81,3.0,0.22,46,3.42,9,0.66
G70934,Tux,1330,1026,11,1015,503,49.55,93,9.16,265,26.1,30,2.95,74,7.29,21,2.06,8.0,0.78,,0.0,4,0.39,0.0,0.0,16,1.57,1,0.09
G70935,Uderns,1439,1013,7,1006,259,25.74,146,14.51,415,41.25,47,4.67,84,8.34,18,1.78,3.0,0.29,,0.0,7,0.69,9.0,0.89,16,1.59,2,0.19
G70936,Vomp,3903,2924,15,2909,927,31.86,440,15.12,861,29.59,208,7.15,290,9.96,55,1.89,9.0,0.3,,0.0,16,0.55,38.0,1.3,56,1.92,9,0.3
G70937,Weer,1313,985,2,983,306,31.12,153,15.56,299,30.41,75,7.62,80,8.13,16,1.62,17.0,1.72,,0.0,12,1.22,0.0,0.0,22,2.23,3,0.3
G70938,Weerberg,1954,1480,15,1465,639,43.61,136,9.28,461,31.46,60,4.09,110,7.5,18,1.22,6.0,0.4,,0.0,7,0.47,3.0,0.2,16,1.09,9,0.61
G70939,Wiesing,1687,1308,5,1303,345,26.47,198,15.19,481,36.91,61,4.68,151,11.58,21,1.61,4.0,0.3,,0.0,10,0.76,3.0,0.23,21,1.61,8,0.61
G70940,Zell am Ziller,1283,881,7,874,322,36.84,110,12.58,310,35.46,39,4.46,69,7.89,15,1.71,1.0,0.11,,0.0,3,0.34,0.0,0.0,4,0.45,1,0.11
G70941,Zellberg,507,402,1,401,138,34.41,24,5.98,189,47.13,10,2.49,28,6.98,7,1.74,1.0,0.24,,0.0,1,0.24,1.0,0.24,1,0.24,1,0.24
G70999,Wahlkarten - Schwaz,0,1021,6,1015,281,27.68,161,15.86,264,26.0,72,7.09,140,13.79,50,4.92,7.0,0.68,,0.0,5,0.49,2.0,0.19,28,2.75,5,0.49
G80000,Vorarlberg,276039,198310,1042,197268,57435,29.11,25828,13.09,53508,27.12,22415,11.36,24931,12.63,4692,2.37,1110.0,0.56,,0.0,1474,0.74,1768.0,0.89,2972,1.5,1135,0.57
G80099,Wahlkarten - Vorarlberg,0,11,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
G8A000,Vorarlberg Nord,153345,108733,529,108204,32390,29.93,13901,12.84,28493,26.33,12473,11.52,13844,12.79,2456,2.26,563.0,0.52,,0.0,699,0.64,1198.0,1.1,1618,1.49,569,0.52
G8A099,Wahlkarten - Vorarlberg Nord,0,425,1,424,59,13.91,111,26.17,51,12.02,73,17.21,85,20.04,10,2.35,4.0,0.94,,0.0,4,0.94,3.0,0.7,21,4.95,3,0.7
G8B000,Vorarlberg Süd,122694,89566,502,89064,25045,28.12,11927,13.39,25015,28.08,9942,11.16,11087,12.44,2236,2.51,547.0,0.61,,0.0,775,0.87,570.0,0.63,1354,1.52,566,0.63
G8B099,Wahlkarten - Vorarlberg Süd,0,249,1,248,42,16.93,48,19.35,41,16.53,55,22.17,33,13.3,10,4.03,0.0,0.0,,0.0,0,0.0,1.0,0.4,15,6.04,3,1.2
G80100,Bludenz,45303,33911,205,33706,10105,29.97,4754,14.1,9969,29.57,3000,8.9,3842,11.39,803,2.38,169.0,0.5,,0.0,314,0.93,145.0,0.43,422,1.25,183,0.54
G80101,Bartholomäberg,1752,1335,5,1330,483,36.31,133,10.0,452,33.98,75,5.63,102,7.66,42,3.15,9.0,0.67,,0.0,16,1.2,0.0,0.0,11,0.82,7,0.52
G80102,Blons,262,212,4,208,102,49.03,7,3.36,47,22.59,15,7.21,27,12.98,7,3.36,1.0,0.48,,0.0,2,0.96,0.0,0.0,0,0.0,0,0.0
G80103,Bludenz,9327,6029,39,5990,1546,25.8,1238,20.66,1696,28.31,579,9.66,571,9.53,127,2.12,27.0,0.45,,0.0,42,0.7,47.0,0.78,91,1.51,26,0.43
G80104,Bludesch,1650,1149,6,1143,252,22.04,169,14.78,367,32.1,123,10.76,137,11.98,22,1.92,8.0,0.69,,0.0,12,1.04,21.0,1.83,20,1.74,12,1.04
G80105,Brand,470,363,2,361,144,39.88,21,5.81,93,25.76,36,9.97,56,15.51,4,1.1,1.0,0.27,,0.0,1,0.27,0.0,0.0,5,1.38,0,0.0
G80106,Bürs,2266,1524,10,1514,384,25.36,290,19.15,448,29.59,157,10.36,141,9.31,37,2.44,9.0,0.59,,0.0,11,0.72,8.0,0.52,19,1.25,10,0.66
G80107,Bürserberg,447,325,0,325,102,31.38,35,10.76,119,36.61,19,5.84,37,11.38,3,0.92,0.0,0.0,,0.0,3,0.92,0.0,0.0,6,1.84,1,0.3
G80108,Dalaas,1129,871,2,869,215,24.74,130,14.95,289,33.25,65,7.47,118,13.57,16,1.84,1.0,0.11,,0.0,12,1.38,0.0,0.0,15,1.72,8,0.92
G80109,Fontanella,333,262,1,261,174,66.66,6,2.29,40,15.32,8,3.06,31,11.87,0,0.0,0.0,0.0,,0.0,2,0.76,0.0,0.0,0,0.0,0,0.0
G80110,Gaschurn,1076,819,1,818,262,32.02,103,12.59,309,37.77,31,3.78,60,7.33,24,2.93,10.0,1.22,,0.0,8,0.97,1.0,0.12,7,0.85,3,0.36
G80111,Innerbraz,779,613,5,608,165,27.13,107,17.59,165,27.13,58,9.53,76,12.5,21,3.45,1.0,0.16,,0.0,5,0.82,0.0,0.0,6,0.98,4,0.65
G80112,Klösterle,453,339,4,335,136,40.59,39,11.64,86,25.67,18,5.37,41,12.23,4,1.19,0.0,0.0,,0.0,1,0.29,0.0,0.0,7,2.08,3,0.89
G80113,Lech,1088,843,5,838,433,51.67,31,3.69,92,10.97,61,7.27,195,23.26,14,1.67,1.0,0.11,,0.0,2,0.23,2.0,0.23,3,0.35,4,0.47
G80114,Lorüns,204,168,4,164,59,35.97,23,14.02,40,24.39,14,8.53,22,13.41,1,0.6,1.0,0.6,,0.0,1,0.6,0.0,0.0,3,1.82,0,0.0
G80115,Ludesch,2542,1765,12,1753,438,24.98,195,11.12,590,33.65,204,11.63,189,10.78,49,2.79,13.0,0.74,,0.0,25,1.42,13.0,0.74,22,1.25,15,0.85
G80116,Nenzing,4616,3257,18,3239,863,26.64,424,13.09,1138,35.13,247,7.62,351,10.83,86,2.65,10.0,0.3,,0.0,26,0.8,24.0,0.74,56,1.72,14,0.43
G80117,Nüziders,3739,2798,21,2777,782,28.15,511,18.4,678,24.41,287,10.33,357,12.85,65,2.34,15.0,0.54,,0.0,34,1.22,6.0,0.21,30,1.08,12,0.43
G80118,Raggal,672,500,7,493,214,43.4,22,4.46,106,21.5,52,10.54,72,14.6,12,2.43,4.0,0.81,,0.0,2,0.4,0.0,0.0,7,1.41,2,0.4
G80119,St. Anton im Montafon,538,387,1,386,104,26.94,65,16.83,116,30.05,32,8.29,43,11.13,12,3.1,3.0,0.77,,0.0,2,0.51,1.0,0.25,6,1.55,2,0.51
G80120,St. Gallenkirch,1669,1224,3,1221,375,30.71,164,13.43,443,36.28,53,4.34,130,10.64,24,1.96,7.0,0.57,,0.0,6,0.49,1.0,0.08,13,1.06,5,0.4
G80121,St. Gerold,282,199,1,198,63,31.81,8,4.04,73,36.86,18,9.09,20,10.1,4,2.02,4.0,2.02,,0.0,4,2.02,1.0,0.5,0,0.0,3,1.51
G80122,Schruns,2738,1936,14,1922,655,34.07,208,10.82,517,26.89,198,10.3,240,12.48,39,2.02,13.0,0.67,,0.0,16,0.83,3.0,0.15,27,1.4,6,0.31
G80123,Silbertal,662,499,1,498,178,35.74,50,10.04,197,39.55,18,3.61,30,6.02,5,1.0,6.0,1.2,,0.0,9,1.8,0.0,0.0,2,0.4,3,0.6
G80124,Sonntag,475,355,6,349,186,53.29,17,4.87,73,20.91,17,4.87,31,8.88,12,3.43,3.0,0.85,,0.0,4,1.14,0.0,0.0,0,0.0,6,1.71
G80125,Stallehr,213,169,1,168,60,35.71,20,11.9,51,30.35,10,5.95,19,11.3,1,0.59,1.0,0.59,,0.0,2,1.19,0.0,0.0,3,1.78,1,0.59
G80126,Thüringen,1688,1234,7,1227,382,31.13,128,10.43,304,24.77,174,14.18,156,12.71,37,3.01,5.0,0.4,,0.0,14,1.14,6.0,0.48,12,0.97,9,0.73
G80127,Thüringerberg,561,421,5,416,152,36.53,37,8.89,109,26.2,36,8.65,63,15.14,11,2.64,1.0,0.24,,0.0,4,0.96,1.0,0.24,0,0.0,2,0.48
G80128,Tschagguns,1623,1196,3,1193,395,33.1,109,9.13,433,36.29,85,7.12,115,9.63,31,2.59,0.0,0.0,,0.0,11,0.92,1.0,0.08,9,0.75,4,0.33
G80129,Vandans,2049,1542,7,1535,402,26.18,202,13.15,560,36.48,110,7.16,178,11.59,36,2.34,6.0,0.39,,0.0,6,0.39,0.0,0.0,22,1.43,13,0.84
G80199,Wahlkarten - Bludenz,0,1577,10,1567,399,25.46,262,16.71,338,21.56,200,12.76,234,14.93,57,3.63,9.0,0.57,,0.0,31,1.97,9.0,0.57,20,1.27,8,0.51
G80200,Bregenz,91993,66857,331,66526,21548,32.39,8079,12.14,16900,25.4,7381,11.09,8517,12.8,1470,2.2,344.0,0.51,,0.0,456,0.68,605.0,0.9,913,1.37,313,0.47
G80201,Alberschwende,2459,1941,11,1930,702,36.37,136,7.04,482,24.97,239,12.38,253,13.1,44,2.27,12.0,0.62,,0.0,19,0.98,5.0,0.25,28,1.45,10,0.51
G80202,Andelsbuch,1879,1384,12,1372,603,43.95,90,6.55,242,17.63,181,13.19,190,13.84,27,1.96,6.0,0.43,,0.0,24,1.74,0.0,0.0,8,0.58,1,0.07
G80203,Au,1371,1004,4,1000,475,47.5,37,3.7,256,25.6,62,6.2,135,13.5,17,1.7,4.0,0.4,,0.0,2,0.2,0.0,0.0,5,0.5,7,0.7
G80204,Bezau,1457,1004,6,998,445,44.58,46,4.6,190,19.03,129,12.92,144,14.42,19,1.9,6.0,0.6,,0.0,6,0.6,2.0,0.2,10,1.0,1,0.1
G80205,Bildstein,607,463,2,461,174,37.74,39,8.45,148,32.1,26,5.63,43,9.32,9,1.95,11.0,2.38,,0.0,4,0.86,1.0,0.21,3,0.65,3,0.65
G80206,Bizau,795,548,0,548,256,46.71,22,4.01,120,21.89,67,12.22,70,12.77,4,0.72,2.0,0.36,,0.0,1,0.18,0.0,0.0,6,1.09,0,0.0
G80207,Bregenz,18262,11552,64,11488,2939,25.58,2287,19.9,2704,23.53,1471,12.8,1296,11.28,206,1.79,43.0,0.37,,0.0,69,0.6,195.0,1.69,231,2.01,47,0.4
G80208,Buch,463,371,1,370,143,38.64,20,5.4,113,30.54,29,7.83,41,11.08,8,2.16,3.0,0.81,,0.0,4,1.08,0.0,0.0,6,1.62,3,0.81
G80209,Damüls,227,193,2,191,126,65.96,6,3.14,17,8.9,12,6.28,28,14.65,0,0.0,2.0,1.04,,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
G80210,Doren,764,614,2,612,262,42.81,28,4.57,180,29.41,38,6.2,73,11.92,17,2.77,3.0,0.49,,0.0,7,1.14,0.0,0.0,2,0.32,2,0.32
G80211,Egg,2755,1957,19,1938,841,43.39,92,4.74,435,22.44,183,9.44,268,13.82,55,2.83,11.0,0.56,,0.0,17,0.87,1.0,0.05,17,0.87,18,0.92
G80212,Eichenberg,275,202,2,200,103,51.5,9,4.5,48,24.0,13,6.5,18,9.0,2,1.0,1.0,0.5,,0.0,2,1.0,0.0,0.0,3,1.5,1,0.5
G80213,Fußach,2774,1970,8,1962,477,24.31,308,15.69,662,33.74,165,8.4,216,11.0,43,2.19,8.0,0.4,,0.0,11,0.56,32.0,1.63,33,1.68,7,0.35
G80214,Gaißau,1355,993,5,988,318,32.18,115,11.63,300,30.36,92,9.31,97,9.81,34,3.44,2.0,0.2,,0.0,7,0.7,7.0,0.7,14,1.41,2,0.2
G80215,Hard,9214,6254,27,6227,1665,26.73,994,15.96,1594,25.59,703,11.28,820,13.16,173,2.77,30.0,0.48,,0.0,47,0.75,84.0,1.34,88,1.41,29,0.46
G80216,Hittisau,1413,1053,6,1047,379,36.19,62,5.92,321,30.65,113,10.79,125,11.93,24,2.29,3.0,0.28,,0.0,3,0.28,1.0,0.09,10,0.95,6,0.57
G80217,Höchst,5918,3965,19,3946,1148,29.09,484,12.26,1137,28.81,424,10.74,481,12.18,92,2.33,24.0,0.6,,0.0,33,0.83,68.0,1.72,39,0.98,16,0.4
G80218,Hörbranz,4533,3286,22,3264,952,29.16,439,13.44,979,29.99,299,9.16,371,11.36,87,2.66,21.0,0.64,,0.0,20,0.61,26.0,0.79,52,1.59,18,0.55
G80219,Hohenweiler,941,667,7,660,225,34.09,77,11.66,180,27.27,71,10.75,59,8.93,13,1.96,4.0,0.6,,0.0,10,1.51,3.0,0.45,13,1.96,5,0.75
G80220,Kennelbach,1321,943,5,938,273,29.1,127,13.53,257,27.39,104,11.08,109,11.62,20,2.13,3.0,0.31,,0.0,4,0.42,10.0,1.06,23,2.45,8,0.85
G80221,Krumbach,824,582,4,578,222,38.4,42,7.26,185,32.0,45,7.78,56,9.68,8,1.38,2.0,0.34,,0.0,3,0.51,4.0,0.69,5,0.86,6,1.03
G80222,Langen bei Bregenz,1110,844,2,842,328,38.95,42,4.98,282,33.49,65,7.71,84,9.97,18,2.13,8.0,0.95,,0.0,6,0.71,0.0,0.0,3,0.35,6,0.71
G80223,Langenegg,834,618,5,613,255,41.59,36,5.87,156,25.44,48,7.83,85,13.86,11,1.79,5.0,0.81,,0.0,6,0.97,0.0,0.0,7,1.14,4,0.65
G80224,Lauterach,7101,4948,17,4931,1378,27.94,682,13.83,1422,28.83,521,10.56,607,12.3,126,2.55,21.0,0.42,,0.0,26,0.52,61.0,1.23,67,1.35,20,0.4
G80225,Lingenau,1121,862,7,855,327,38.24,51,5.96,182,21.28,110,12.86,142,16.6,18,2.1,4.0,0.46,,0.0,9,1.05,0.0,0.0,7,0.81,5,0.58
G80226,Lochau,4325,2916,8,2908,928,31.91,407,13.99,620,21.32,388,13.34,398,13.68,43,1.47,14.0,0.48,,0.0,24,0.82,34.0,1.16,37,1.27,15,0.51
G80227,Mellau,916,669,5,664,233,35.09,31,4.66,190,28.61,53,7.98,137,20.63,6,0.9,1.0,0.15,,0.0,5,0.75,0.0,0.0,6,0.9,2,0.3
G80228,Mittelberg,2289,1477,3,1474,569,38.6,100,6.78,357,24.21,174,11.8,194,13.16,33,2.23,8.0,0.54,,0.0,5,0.33,3.0,0.2,17,1.15,14,0.94
G80229,Möggers,396,319,1,318,175,55.03,26,8.17,63,19.81,11,3.45,31,9.74,4,1.25,3.0,0.94,,0.0,0,0.0,0.0,0.0,4,1.25,1,0.31
G80230,Reuthe,448,314,0,314,131,41.71,20,6.36,76,24.2,21,6.68,50,15.92,11,3.5,1.0,0.31,,0.0,0,0.0,0.0,0.0,4,1.27,0,0.0
G80231,Riefensberg,698,540,2,538,221,41.07,26,4.83,179,33.27,33,6.13,60,11.15,7,1.3,5.0,0.92,,0.0,3,0.55,0.0,0.0,3,0.55,1,0.18
G80232,Schnepfau,333,224,0,224,107,47.76,13,5.8,54,24.1,14,6.25,30,13.39,3,1.33,0.0,0.0,,0.0,1,0.44,0.0,0.0,2,0.89,0,0.0
G80233,Schoppernau,705,541,2,539,249,46.19,17,3.15,156,28.94,35,6.49,69,12.8,4,0.74,1.0,0.18,,0.0,4,0.74,0.0,0.0,4,0.74,0,0.0
G80234,Schröcken,152,107,0,107,63,58.87,6,5.6,17,15.88,6,5.6,9,8.41,3,2.8,0.0,0.0,,0.0,1,0.93,0.0,0.0,2,1.86,0,0.0
G80235,Schwarzach,2759,2041,7,2034,676,33.23,185,9.09,510,25.07,239,11.75,303,14.89,52,2.55,14.0,0.68,,0.0,10,0.49,10.0,0.49,26,1.27,9,0.44
G80236,Schwarzenberg,1398,1037,7,1030,445,43.2,40,3.88,215,20.87,115,11.16,168,16.31,16,1.55,8.0,0.77,,0.0,5,0.48,0.0,0.0,13,1.26,5,0.48
G80237,Sibratsgfäll,325,272,2,270,133,49.25,2,0.74,89,32.96,20,7.4,16,5.92,5,1.85,3.0,1.11,,0.0,1,0.37,0.0,0.0,0,0.0,1,0.37
G80238,Sulzberg,1260,1015,3,1012,477,47.13,53,5.23,214,21.14,87,8.59,130,12.84,27,2.66,8.0,0.79,,0.0,5,0.49,1.0,0.09,6,0.59,4,0.39
G80239,Warth,119,85,0,85,38,44.7,3,3.52,18,21.17,2,2.35,17,20.0,4,4.7,0.0,0.0,,0.0,1,1.17,0.0,0.0,2,2.35,0,0.0
G80240,Wolfurt,6097,4430,24,4406,1397,31.7,513,11.64,1062,24.1,574,13.02,620,14.07,98,2.22,18.0,0.4,,0.0,27,0.61,18.0,0.4,59,1.33,20,0.45
G80299,Wahlkarten - Bregenz,0,2652,8,2644,690,26.09,366,13.84,488,18.45,399,15.09,474,17.92,79,2.98,21.0,0.79,,0.0,24,0.9,39.0,1.47,48,1.81,16,0.6
G80300,Dornbirn,61352,41451,197,41254,10783,26.13,5711,13.84,11542,27.97,5019,12.16,5242,12.7,976,2.36,215.0,0.52,,0.0,239,0.57,590.0,1.43,684,1.65,253,0.61
G80301,Dornbirn,34110,23029,92,22937,6115,26.65,3288,14.33,6009,26.19,2925,12.75,2957,12.89,577,2.51,126.0,0.54,,0.0,130,0.56,251.0,1.09,422,1.83,137,0.59
G80302,Hohenems,11277,6866,35,6831,1701,24.9,927,13.57,2198,32.17,744,10.89,781,11.43,156,2.28,22.0,0.32,,0.0,39,0.57,112.0,1.63,103,1.5,48,0.7
G80303,Lustenau,15965,10118,63,10055,2657,26.42,1272,12.65,3071,30.54,1131,11.24,1224,12.17,205,2.03,62.0,0.61,,0.0,56,0.55,204.0,2.02,121,1.2,52,0.51
G80399,Wahlkarten - Dornbirn,0,1438,7,1431,310,21.66,224,15.65,264,18.44,219,15.3,280,19.56,38,2.65,5.0,0.34,,0.0,14,0.97,23.0,1.6,38,2.65,16,1.11
G80400,Feldkirch,77391,55406,296,55110,14898,27.03,7125,12.92,15005,27.22,6887,12.49,7212,13.08,1423,2.58,378.0,0.68,,0.0,461,0.83,424.0,0.76,917,1.66,380,0.68
G80401,Altach,5171,3632,16,3616,953,26.35,474,13.1,1044,28.87,425,11.75,469,12.97,83,2.29,22.0,0.6,,0.0,23,0.63,24.0,0.66,69,1.9,30,0.82
G80402,Düns,317,254,0,254,83,32.67,13,5.11,66,25.98,33,12.99,42,16.53,4,1.57,2.0,0.78,,0.0,8,3.14,1.0,0.39,1,0.39,1,0.39
G80403,Dünserberg,115,97,0,97,32,32.98,1,1.03,45,46.39,11,11.34,3,3.09,2,2.06,0.0,0.0,,0.0,3,3.09,0.0,0.0,0,0.0,0,0.0
G80404,Feldkirch,23528,15701,67,15634,3907,24.99,2182,13.95,4117,26.33,2140,13.68,2120,13.56,395,2.52,88.0,0.56,,0.0,115,0.73,165.0,1.05,313,2.0,92,0.58
G80405,Frastanz,4343,2847,15,2832,840,29.66,366,12.92,789,27.86,314,11.08,303,10.69,62,2.18,29.0,1.02,,0.0,20,0.7,40.0,1.41,51,1.8,18,0.63
G80406,Fraxern,552,428,5,423,155,36.64,34,8.03,117,27.65,44,10.4,49,11.58,17,4.01,1.0,0.23,,0.0,3,0.7,0.0,0.0,2,0.47,1,0.23
G80407,Göfis,2528,1899,6,1893,570,30.11,210,11.09,482,25.46,235,12.41,250,13.2,76,4.01,12.0,0.63,,0.0,18,0.95,1.0,0.05,21,1.1,18,0.95
G80408,Götzis,8042,5263,25,5238,1387,26.47,797,15.21,1465,27.96,585,11.16,666,12.71,114,2.17,29.0,0.55,,0.0,34,0.64,37.0,0.7,81,1.54,43,0.82
G80409,Klaus,2278,1647,12,1635,493,30.15,189,11.55,359,21.95,256,15.65,238,14.55,31,1.89,13.0,0.79,,0.0,19,1.16,13.0,0.79,19,1.16,5,0.3
G80410,Koblach,3642,2547,19,2528,661,26.14,298,11.78,778,30.77,250,9.88,356,14.08,83,3.28,25.0,0.98,,0.0,25,0.98,8.0,0.31,25,0.98,19,0.75
G80411,Laterns,528,401,3,398,156,39.19,34,8.54,115,28.89,31,7.78,37,9.29,9,2.26,5.0,1.25,,0.0,3,0.75,0.0,0.0,4,1.0,4,1.0
G80412,Mäder,2984,2041,8,2033,490,24.1,252,12.39,726,35.71,163,8.01,250,12.29,49,2.41,18.0,0.88,,0.0,12,0.59,21.0,1.03,35,1.72,17,0.83
G80413,Meiningen,1702,1209,9,1200,307,25.58,148,12.33,422,35.16,122,10.16,138,11.5,28,2.33,7.0,0.58,,0.0,7,0.58,2.0,0.16,12,1.0,7,0.58
G80414,Rankweil,8448,5635,44,5591,1551,27.74,735,13.14,1381,24.7,794,14.2,699,12.5,135,2.41,42.0,0.75,,0.0,49,0.87,71.0,1.26,99,1.77,35,0.62
G80415,Röns,289,254,2,252,66,26.19,26,10.31,77,30.55,40,15.87,32,12.69,7,2.77,2.0,0.79,,0.0,1,0.39,0.0,0.0,1,0.39,0,0.0
G80416,Röthis,1618,1158,5,1153,350,30.35,107,9.28,276,23.93,164,14.22,171,14.83,30,2.6,6.0,0.52,,0.0,15,1.3,4.0,0.34,16,1.38,14,1.21
G80417,Satteins,2089,1568,10,1558,416,26.7,189,12.13,498,31.96,170,10.91,178,11.42,27,1.73,22.0,1.41,,0.0,19,1.21,5.0,0.32,25,1.6,9,0.57
G80418,Schlins,1764,1302,5,1297,379,29.22,181,13.95,346,26.67,117,9.02,175,13.49,49,3.77,3.0,0.23,,0.0,10,0.77,8.0,0.61,23,1.77,6,0.46
G80419,Schnifis,608,437,5,432,133,30.78,47,10.87,108,25.0,52,12.03,46,10.64,23,5.32,4.0,0.92,,0.0,6,1.38,1.0,0.23,7,1.62,5,1.15
G80420,Sulz,1972,1472,9,1463,411,28.09,186,12.71,376,25.7,193,13.19,208,14.21,26,1.77,13.0,0.88,,0.0,13,0.88,10.0,0.68,21,1.43,6,0.41
G80421,Übersaxen,503,373,2,371,148,39.89,17,4.58,116,31.26,35,9.43,44,11.85,6,1.61,0.0,0.0,,0.0,0,0.0,1.0,0.26,2,0.53,2,0.53
G80422,Viktorsberg,321,246,2,244,97,39.75,14,5.73,55,22.54,18,7.37,33,13.52,13,5.32,2.0,0.81,,0.0,3,1.22,1.0,0.4,6,2.45,2,0.81
G80423,Weiler,1633,1180,7,1173,326,27.79,135,11.5,351,29.92,134,11.42,164,13.98,29,2.47,5.0,0.42,,0.0,5,0.42,1.0,0.08,13,1.1,10,0.85
G80424,Zwischenwasser,2416,1748,6,1742,538,30.88,169,9.7,525,30.13,215,12.34,176,10.1,49,2.81,15.0,0.86,,0.0,19,1.09,1.0,0.05,20,1.14,15,0.86
G80499,Wahlkarten - Feldkirch,0,2067,14,2053,449,21.87,321,15.63,371,18.07,346,16.85,365,17.77,76,3.7,13.0,0.63,,0.0,31,1.5,9.0,0.43,51,2.48,21,1.02
