GKZ,Gebietsname,"Wahl-
berechtigte",Stimmen,Unnamed: 4,Unnamed: 5,Dr. Michael Brunner,%,Gerald Grosz,%.1,Dr. Walter Rosenkranz,%.2,Heinrich Staudinger,%.3,Dr. Alexander Van der Bellen,%.4,Dr. Tassilo Wallentin,%.5,Dr. Dominik Wlazny,%.6
,,,Abgegeb.,Ungültige,Gültige,,,,,,,,,,,,,,
G30805,Bad Pirawarth,1381.0,914,23,891,16.0,1.7957351290684627,55.0,6.172839506172839,166.0,18.6307519640853,20.0,2.244668911335578,510.0,57.23905723905723,70.0,7.856341189674524,54.0,6.0606060606060606
G30808,Deutsch-Wagram,6605.0,3857,72,3785,83.0,2.1928665785997357,240.0,6.340819022457067,726.0,19.180977542932627,42.0,1.1096433289299867,1963.0,51.86261558784676,369.0,9.749009247027741,362.0,9.564068692206076
G30810,Drösing,885.0,542,29,513,7.0,1.364522417153996,31.0,6.042884990253411,87.0,16.95906432748538,7.0,1.364522417153996,274.0,53.41130604288499,60.0,11.695906432748536,47.0,9.161793372319687
G30811,Dürnkrut,1779.0,1119,35,1084,21.0,1.9372693726937271,84.0,7.7490774907749085,210.0,19.37269372693727,9.0,0.8302583025830259,538.0,49.6309963099631,130.0,11.992619926199263,92.0,8.487084870848708
G30812,Ebenthal,681.0,426,13,413,2.0,0.48426150121065376,29.0,7.021791767554479,65.0,15.738498789346247,9.0,2.1791767554479415,232.0,56.17433414043583,38.0,9.200968523002421,38.0,9.200968523002421
G30813,Eckartsau,975.0,628,19,609,10.0,1.6420361247947455,45.0,7.389162561576355,123.0,20.19704433497537,10.0,1.6420361247947455,306.0,50.24630541871922,71.0,11.658456486042693,44.0,7.224958949096879
G30814,Engelhartstetten,1568.0,1046,35,1011,22.0,2.1760633036597428,79.0,7.81404549950544,232.0,22.94757665677547,14.0,1.3847675568743818,462.0,45.6973293768546,137.0,13.550939663699307,65.0,6.429277942631058
G30817,Gänserndorf,8361.0,4573,89,4484,100.0,2.230151650312221,306.0,6.8242640499553975,783.0,17.46208742194469,41.0,0.9143621766280107,2320.0,51.739518287243534,494.0,11.016949152542372,440.0,9.812667261373774
G30819,Glinzendorf,242.0,158,4,154,2.0,1.2987012987012987,4.0,2.5974025974025974,39.0,25.324675324675322,2.0,1.2987012987012987,91.0,59.09090909090909,10.0,6.493506493506493,6.0,3.896103896103896
G30821,Groß-Enzersdorf,8649.0,4837,118,4719,72.0,1.5257469802924348,275.0,5.827505827505827,821.0,17.397753761390124,56.0,1.186692095783005,2536.0,53.740199194744655,515.0,10.913329095147278,444.0,9.408773045136682
G30822,Großhofen,63.0,45,5,40,0.0,0.0,0.0,0.0,5.0,12.5,2.0,5.0,25.0,62.5,6.0,15.0,2.0,5.0
G30824,Groß-Schweinbarth,996.0,659,35,624,19.0,3.0448717948717947,20.0,3.205128205128205,104.0,16.666666666666664,8.0,1.282051282051282,348.0,55.769230769230774,81.0,12.980769230769232,44.0,7.051282051282051
G30825,Haringsee,920.0,574,18,556,12.0,2.158273381294964,37.0,6.654676258992806,83.0,14.928057553956833,5.0,0.8992805755395683,295.0,53.05755395683454,81.0,14.568345323741008,43.0,7.7338129496402885
G30826,Hauskirchen,1018.0,655,19,636,10.0,1.5723270440251573,38.0,5.9748427672955975,139.0,21.855345911949687,10.0,1.5723270440251573,320.0,50.314465408805034,55.0,8.647798742138365,64.0,10.062893081761008
G30827,Hohenau an der March,2083.0,1220,49,1171,19.0,1.6225448334756618,85.0,7.2587532023911185,261.0,22.28864218616567,12.0,1.0247651579846286,540.0,46.11443210930828,122.0,10.418445772843723,132.0,11.272416737830913
G30828,Hohenruppersdorf,769.0,539,25,514,10.0,1.9455252918287937,36.0,7.003891050583658,74.0,14.396887159533073,12.0,2.3346303501945527,280.0,54.474708171206224,54.0,10.505836575875486,48.0,9.33852140077821
G30829,Jedenspeigen,918.0,608,15,593,10.0,1.6863406408094435,33.0,5.564924114671164,89.0,15.008431703204048,6.0,1.0118043844856661,371.0,62.563237774030355,43.0,7.251264755480608,41.0,6.913996627318718
G30830,Lassee,2178.0,1392,44,1348,36.0,2.6706231454005933,139.0,10.311572700296736,326.0,24.183976261127597,13.0,0.9643916913946587,579.0,42.952522255192875,134.0,9.940652818991099,121.0,8.97626112759644
G30831,Leopoldsdorf im Marchfeld,2143.0,1342,29,1313,22.0,1.6755521706016754,110.0,8.377760853008377,261.0,19.87814166031988,18.0,1.3709063214013708,619.0,47.14394516374714,172.0,13.099771515613101,111.0,8.453922315308454
G30834,Mannsdorf an der Donau,265.0,182,8,174,2.0,1.1494252873563218,13.0,7.471264367816093,25.0,14.367816091954023,1.0,0.5747126436781609,99.0,56.896551724137936,19.0,10.919540229885058,15.0,8.620689655172415
G30835,Marchegg,2103.0,1219,38,1181,23.0,1.947502116850127,94.0,7.959356477561388,238.0,20.152413209144793,14.0,1.1854360711261642,577.0,48.85690093141405,150.0,12.701100762066044,85.0,7.197290431837426
G30836,Markgrafneusiedl,721.0,416,20,396,5.0,1.2626262626262625,26.0,6.565656565656567,79.0,19.94949494949495,3.0,0.7575757575757576,193.0,48.73737373737374,47.0,11.868686868686869,43.0,10.85858585858586
G30838,Matzen-Raggendorf,2138.0,1365,32,1333,23.0,1.72543135783946,90.0,6.751687921980495,248.0,18.6046511627907,13.0,0.9752438109527383,687.0,51.53788447111778,147.0,11.02775693923481,125.0,9.377344336084022
G30841,Neusiedl an der Zaya,985.0,629,25,604,10.0,1.6556291390728477,39.0,6.456953642384105,122.0,20.198675496688743,6.0,0.9933774834437087,300.0,49.668874172185426,83.0,13.741721854304636,44.0,7.28476821192053
G30842,Obersiebenbrunn,1357.0,690,15,675,7.0,1.037037037037037,59.0,8.74074074074074,141.0,20.88888888888889,5.0,0.7407407407407408,303.0,44.888888888888886,94.0,13.925925925925926,66.0,9.777777777777779
G30844,Orth an der Donau,1639.0,882,21,861,11.0,1.2775842044134729,66.0,7.665505226480835,196.0,22.76422764227642,13.0,1.5098722415795587,405.0,47.038327526132406,98.0,11.38211382113821,72.0,8.362369337979095
G30845,Palterndorf-Dobermannsdorf,1019.0,644,16,628,15.0,2.388535031847134,43.0,6.8471337579617835,122.0,19.426751592356688,13.0,2.0700636942675157,316.0,50.318471337579616,68.0,10.828025477707007,51.0,8.121019108280255
G30846,Parbasdorf,133.0,91,6,85,0.0,0.0,5.0,5.88235294117647,11.0,12.941176470588237,1.0,1.1764705882352942,49.0,57.647058823529406,13.0,15.294117647058824,6.0,7.0588235294117645
G30848,Prottes,1089.0,690,17,673,14.0,2.080237741456166,53.0,7.87518573551263,109.0,16.196136701337295,5.0,0.7429420505200593,368.0,54.68053491827637,72.0,10.698365527488855,52.0,7.726597325408618
G30849,Raasdorf,440.0,289,17,272,2.0,0.7352941176470588,15.0,5.514705882352941,48.0,17.647058823529413,5.0,1.8382352941176472,157.0,57.720588235294116,29.0,10.661764705882353,16.0,5.88235294117647
G30850,Ringelsdorf-Niederabsdorf,1028.0,654,21,633,15.0,2.3696682464454977,40.0,6.31911532385466,126.0,19.90521327014218,13.0,2.0537124802527646,334.0,52.76461295418642,51.0,8.056872037914692,54.0,8.530805687203792
G30852,Schönkirchen-Reyersdorf,1515.0,989,23,966,18.0,1.8633540372670807,67.0,6.935817805383023,158.0,16.35610766045549,4.0,0.4140786749482402,519.0,53.72670807453416,112.0,11.594202898550725,88.0,9.109730848861282
G30854,Spannberg,770.0,558,16,542,13.0,2.3985239852398523,29.0,5.350553505535055,125.0,23.062730627306273,4.0,0.7380073800738007,255.0,47.0479704797048,65.0,11.992619926199263,51.0,9.40959409594096
G30856,Strasshof an der Nordbahn,7822.0,4296,69,4227,81.0,1.9162526614620299,302.0,7.144546960018926,902.0,21.339011118996925,32.0,0.7570380884788266,2085.0,49.32576295244854,459.0,10.858765081618168,366.0,8.658623136976578
G30857,Sulz im Weinviertel,1002.0,696,39,657,22.0,3.34855403348554,37.0,5.6316590563165905,112.0,17.04718417047184,12.0,1.82648401826484,331.0,50.38051750380518,88.0,13.39421613394216,55.0,8.37138508371385
G30858,Untersiebenbrunn,1330.0,782,22,760,11.0,1.4473684210526316,76.0,10.0,209.0,27.500000000000004,9.0,1.1842105263157896,291.0,38.28947368421053,102.0,13.421052631578947,62.0,8.157894736842106
G30859,Velm-Götzendorf,624.0,458,17,441,14.0,3.1746031746031744,30.0,6.802721088435375,88.0,19.954648526077097,8.0,1.8140589569160999,200.0,45.3514739229025,61.0,13.83219954648526,40.0,9.070294784580499
G30860,Weikendorf,1507.0,967,19,948,18.0,1.89873417721519,68.0,7.172995780590717,178.0,18.776371308016877,17.0,1.7932489451476792,497.0,52.426160337552744,97.0,10.232067510548523,73.0,7.700421940928271
G30863,Zistersdorf,4359.0,2703,131,2572,40.0,1.5552099533437014,138.0,5.365474339035769,471.0,18.312597200622083,36.0,1.3996889580093312,1375.0,53.46034214618973,277.0,10.769828926905133,235.0,9.136858475894245
G30865,Weiden an der March,753.0,509,20,489,5.0,1.0224948875255624,42.0,8.588957055214724,91.0,18.609406952965234,7.0,1.4314928425357873,251.0,51.32924335378323,63.0,12.883435582822086,30.0,6.134969325153374
G30899,Wahlkarten - Gänserndorf,0.0,6682,144,6538,123.0,1.8813092688895687,346.0,5.292138268583665,862.0,13.184460079535027,104.0,1.5907005200367086,3849.0,58.871214438666264,665.0,10.171306209850108,589.0,9.008871214438665
G30900,Gmünd,29757.0,21943,762,21181,513.0,2.421981964968604,1497.0,7.067654973797271,4542.0,21.44374675416647,1017.0,4.801473018271092,10586.0,49.97875454416694,1456.0,6.874085265096077,1570.0,7.412303479533544
G30902,Amaliendorf-Aalfang,923.0,561,26,535,9.0,1.6822429906542056,38.0,7.102803738317758,176.0,32.89719626168225,29.0,5.420560747663552,203.0,37.94392523364486,39.0,7.289719626168225,41.0,7.663551401869159
G30903,Brand-Nagelberg,1248.0,781,33,748,20.0,2.6737967914438503,59.0,7.887700534759358,166.0,22.192513368983956,34.0,4.545454545454546,355.0,47.45989304812834,49.0,6.550802139037433,65.0,8.689839572192513
G30904,Eggern,577.0,382,10,372,8.0,2.1505376344086025,48.0,12.903225806451612,109.0,29.301075268817208,11.0,2.956989247311828,150.0,40.32258064516129,22.0,5.913978494623656,24.0,6.451612903225806
G30906,Eisgarn,570.0,369,15,354,11.0,3.1073446327683616,31.0,8.757062146892656,81.0,22.88135593220339,26.0,7.344632768361582,170.0,48.0225988700565,20.0,5.649717514124294,15.0,4.23728813559322
G30908,Gmünd,3981.0,2318,73,2245,49.0,2.182628062360802,165.0,7.349665924276169,493.0,21.959910913140313,84.0,3.7416481069042313,1173.0,52.249443207126944,143.0,6.369710467706014,138.0,6.146993318485523
G30909,Großdietmanns,1819.0,1155,36,1119,31.0,2.7703306523681857,100.0,8.936550491510276,250.0,22.34137622877569,50.0,4.468275245755138,530.0,47.36371760500447,78.0,6.970509383378016,80.0,7.149240393208221
G30910,Bad Großpertholz,1084.0,601,23,578,19.0,3.2871972318339098,24.0,4.1522491349480966,148.0,25.60553633217993,21.0,3.633217993079585,265.0,45.8477508650519,46.0,7.958477508650519,55.0,9.515570934256056
G30912,Großschönau,991.0,704,42,662,22.0,3.3232628398791544,41.0,6.193353474320242,155.0,23.413897280966765,40.0,6.042296072507553,320.0,48.338368580060425,36.0,5.438066465256798,48.0,7.250755287009064
G30913,Moorbad Harbach,587.0,366,18,348,11.0,3.1609195402298855,15.0,4.310344827586207,61.0,17.52873563218391,12.0,3.4482758620689653,179.0,51.43678160919541,25.0,7.183908045977011,45.0,12.931034482758621
G30915,Haugschlag,397.0,245,14,231,2.0,0.8658008658008658,15.0,6.493506493506493,57.0,24.675324675324674,13.0,5.627705627705628,105.0,45.45454545454545,24.0,10.38961038961039,15.0,6.493506493506493
G30916,Heidenreichstein,3241.0,1839,57,1782,51.0,2.861952861952862,142.0,7.968574635241302,413.0,23.176206509539842,76.0,4.264870931537598,872.0,48.9337822671156,118.0,6.621773288439956,110.0,6.172839506172839
G30917,Hirschbach,497.0,361,6,355,13.0,3.6619718309859155,37.0,10.422535211267606,69.0,19.43661971830986,13.0,3.6619718309859155,187.0,52.67605633802817,17.0,4.788732394366197,19.0,5.352112676056338
G30920,Hoheneich,1195.0,768,23,745,16.0,2.1476510067114094,40.0,5.369127516778524,151.0,20.268456375838927,31.0,4.1610738255033555,402.0,53.95973154362416,47.0,6.308724832214765,58.0,7.785234899328859
G30921,Kirchberg am Walde,1061.0,719,32,687,12.0,1.7467248908296942,55.0,8.005822416302767,176.0,25.61863173216885,30.0,4.366812227074235,322.0,46.87045123726347,43.0,6.259097525473072,49.0,7.132459970887918
G30925,Litschau,1853.0,1005,33,972,18.0,1.8518518518518516,68.0,6.995884773662551,224.0,23.045267489711936,51.0,5.246913580246913,473.0,48.66255144032922,84.0,8.641975308641975,54.0,5.555555555555555
G30929,Reingers,529.0,347,19,328,11.0,3.353658536585366,26.0,7.926829268292683,74.0,22.5609756097561,21.0,6.402439024390244,131.0,39.9390243902439,45.0,13.719512195121952,20.0,6.097560975609756
G30932,St. Martin,878.0,545,27,518,11.0,2.1235521235521233,28.0,5.405405405405405,122.0,23.552123552123554,24.0,4.633204633204633,264.0,50.965250965250966,38.0,7.335907335907336,31.0,5.984555984555985
G30935,Schrems,4346.0,2534,91,2443,59.0,2.4150634465820713,178.0,7.286123618501842,528.0,21.612771182971755,156.0,6.3855914858780185,1179.0,48.26033565288579,183.0,7.490790012279984,160.0,6.5493246009005315
G30939,Unserfrau-Altweitra,821.0,580,28,552,9.0,1.6304347826086956,30.0,5.434782608695652,109.0,19.746376811594203,30.0,5.434782608695652,287.0,51.992753623188406,34.0,6.159420289855073,53.0,9.601449275362318
G30940,Waldenstein,965.0,657,34,623,17.0,2.7287319422150884,43.0,6.902086677367576,136.0,21.829855537720707,28.0,4.49438202247191,329.0,52.80898876404494,28.0,4.49438202247191,42.0,6.741573033707865
G30942,Weitra,2194.0,1309,50,1259,31.0,2.4622716441620334,81.0,6.433677521842732,227.0,18.030182684670372,50.0,3.971405877680699,693.0,55.04368546465449,81.0,6.433677521842732,96.0,7.625099285146943
G30999,Wahlkarten - Gmünd,0.0,3797,72,3725,83.0,2.228187919463087,233.0,6.255033557046979,617.0,16.563758389261746,187.0,5.02013422818792,1997.0,53.61073825503355,256.0,6.872483221476509,352.0,9.4496644295302
G31000,Hollabrunn,41585.0,30622,1125,29497,562.0,1.9052785028986001,1693.0,5.7395667356002305,5094.0,17.269552835881615,544.0,1.8442553480014916,15805.0,53.58172017493305,2830.0,9.59419601993423,2969.0,10.065430382750788
G31001,Alberndorf im Pulkautal,602.0,369,16,353,6.0,1.69971671388102,20.0,5.6657223796034,70.0,19.8300283286119,8.0,2.26628895184136,175.0,49.57507082152974,43.0,12.181303116147308,31.0,8.78186968838527
G31008,Göllersdorf,2390.0,1576,62,1514,32.0,2.1136063408190227,68.0,4.491413474240423,277.0,18.295904887714663,35.0,2.3117569352708056,811.0,53.566710700132106,155.0,10.23778071334214,136.0,8.982826948480845
G31009,Grabern,1311.0,903,45,858,26.0,3.0303030303030303,69.0,8.041958041958042,181.0,21.095571095571096,23.0,2.6806526806526807,400.0,46.620046620046615,56.0,6.526806526806526,103.0,12.004662004662006
G31014,Guntersdorf,955.0,658,43,615,10.0,1.6260162601626018,35.0,5.691056910569105,140.0,22.76422764227642,10.0,1.6260162601626018,301.0,48.94308943089431,57.0,9.268292682926829,62.0,10.08130081300813
G31015,Hadres,1442.0,963,42,921,20.0,2.1715526601520088,71.0,7.709011943539632,202.0,21.932681867535287,10.0,1.0857763300760044,415.0,45.05971769815418,85.0,9.229098805646037,118.0,12.812160694896852
G31016,Hardegg,1090.0,756,41,715,12.0,1.6783216783216783,37.0,5.174825174825175,121.0,16.923076923076923,18.0,2.5174825174825175,401.0,56.08391608391609,82.0,11.468531468531468,44.0,6.153846153846154
G31018,Haugsdorf,1286.0,870,37,833,19.0,2.2809123649459786,76.0,9.123649459783914,213.0,25.570228091236498,15.0,1.800720288115246,360.0,43.21728691476591,68.0,8.16326530612245,82.0,9.843937575030012
G31019,Heldenberg,1128.0,723,27,696,6.0,0.8620689655172413,57.0,8.189655172413794,117.0,16.810344827586206,12.0,1.7241379310344827,374.0,53.735632183908045,72.0,10.344827586206897,58.0,8.333333333333332
G31021,Hohenwarth-Mühlbach a.M.,1083.0,731,34,697,17.0,2.4390243902439024,44.0,6.312769010043041,139.0,19.94261119081779,16.0,2.295552367288379,362.0,51.93687230989957,76.0,10.9038737446198,43.0,6.169296987087518
G31022,Hollabrunn,9272.0,5696,179,5517,98.0,1.776327714337502,246.0,4.4589450788472,926.0,16.78448432118905,92.0,1.6675729563168387,2895.0,52.474170744970095,537.0,9.733550842849374,723.0,13.10494834148994
G31025,Mailberg,469.0,287,14,273,3.0,1.098901098901099,9.0,3.296703296703297,54.0,19.78021978021978,10.0,3.6630036630036633,136.0,49.81684981684982,46.0,16.84981684981685,15.0,5.4945054945054945
G31026,Maissau,1615.0,1018,36,982,17.0,1.7311608961303464,78.0,7.942973523421588,157.0,15.987780040733199,14.0,1.4256619144602851,545.0,55.4989816700611,88.0,8.961303462321792,83.0,8.45213849287169
G31028,Nappersdorf-Kammersdorf,990.0,628,32,596,7.0,1.174496644295302,29.0,4.865771812080537,123.0,20.63758389261745,3.0,0.5033557046979865,304.0,51.006711409395976,70.0,11.74496644295302,60.0,10.06711409395973
G31033,Pernersdorf,866.0,571,21,550,10.0,1.8181818181818181,45.0,8.181818181818182,97.0,17.636363636363637,5.0,0.9090909090909091,275.0,50.0,53.0,9.636363636363637,65.0,11.818181818181818
G31035,Pulkau,1267.0,762,30,732,11.0,1.5027322404371584,37.0,5.05464480874317,117.0,15.983606557377051,15.0,2.0491803278688523,433.0,59.15300546448088,61.0,8.333333333333332,58.0,7.923497267759563
G31036,Ravelsbach,1351.0,848,34,814,19.0,2.334152334152334,56.0,6.87960687960688,141.0,17.32186732186732,11.0,1.3513513513513513,438.0,53.8083538083538,89.0,10.933660933660933,60.0,7.371007371007371
G31037,Retz,3542.0,2064,74,1990,42.0,2.1105527638190953,97.0,4.874371859296482,274.0,13.768844221105528,42.0,2.1105527638190953,1161.0,58.34170854271357,202.0,10.150753768844222,172.0,8.64321608040201
G31038,Retzbach,816.0,569,18,551,7.0,1.2704174228675136,21.0,3.8112522686025407,106.0,19.237749546279492,13.0,2.35934664246824,315.0,57.16878402903811,48.0,8.711433756805807,41.0,7.441016333938294
G31041,Schrattenthal,733.0,481,16,465,9.0,1.935483870967742,19.0,4.086021505376344,47.0,10.10752688172043,7.0,1.5053763440860215,310.0,66.66666666666666,40.0,8.60215053763441,33.0,7.096774193548387
G31042,Seefeld-Kadolz,796.0,475,14,461,8.0,1.735357917570499,43.0,9.327548806941431,84.0,18.22125813449024,2.0,0.43383947939262474,200.0,43.38394793926248,45.0,9.761388286334057,79.0,17.136659436008678
G31043,Sitzendorf an der Schmida,1798.0,1178,47,1131,17.0,1.5030946065428823,91.0,8.045977011494253,203.0,17.94871794871795,18.0,1.5915119363395225,596.0,52.696728558797524,116.0,10.256410256410255,90.0,7.957559681697612
G31051,Wullersdorf,1978.0,1257,39,1218,27.0,2.2167487684729066,94.0,7.717569786535304,276.0,22.660098522167488,21.0,1.7241379310344827,547.0,44.90968801313629,121.0,9.934318555008211,132.0,10.83743842364532
G31052,Zellerndorf,2018.0,1359,52,1307,32.0,2.448355011476664,62.0,4.743687834736036,206.0,15.761285386381024,22.0,1.6832440703902065,749.0,57.306809487375666,116.0,8.875286916602908,120.0,9.181331293037491
G31053,Ziersdorf,2787.0,1799,73,1726,32.0,1.8539976825028968,95.0,5.504055619930475,301.0,17.439165701042874,37.0,2.1436848203939745,913.0,52.89687137891078,190.0,11.00811123986095,158.0,9.154113557358054
G31099,Wahlkarten - Hollabrunn,0.0,4081,99,3982,75.0,1.8834756403817179,194.0,4.871923656454044,522.0,13.108990457056754,85.0,2.134605725765947,2389.0,59.99497739829231,314.0,7.885484681064792,403.0,10.12054244098443
G31100,Horn,25405.0,19380,701,18679,385.0,2.0611381765619146,1139.0,6.097756839231222,3352.0,17.945286150222177,519.0,2.778521334118529,10295.0,55.115370201830935,1604.0,8.587183468065742,1385.0,7.414743829969485
G31101,Altenburg,687.0,450,18,432,10.0,2.314814814814815,31.0,7.175925925925926,105.0,24.305555555555554,19.0,4.398148148148148,186.0,43.05555555555556,46.0,10.648148148148149,35.0,8.101851851851851
G31102,Brunn an der Wild,670.0,483,16,467,11.0,2.355460385438972,35.0,7.494646680942184,92.0,19.700214132762312,11.0,2.355460385438972,249.0,53.319057815845824,28.0,5.995717344753747,41.0,8.779443254817988
G31103,Burgschleinitz-Kühnring,1111.0,751,30,721,19.0,2.6352288488210815,60.0,8.321775312066574,136.0,18.8626907073509,18.0,2.496532593619972,378.0,52.42718446601942,72.0,9.986130374479888,38.0,5.270457697642163
G31104,Drosendorf-Zissersdorf,985.0,620,24,596,15.0,2.5167785234899327,42.0,7.046979865771812,132.0,22.14765100671141,20.0,3.3557046979865772,313.0,52.51677852348994,39.0,6.543624161073826,35.0,5.87248322147651
G31105,Eggenburg,2863.0,1745,45,1700,32.0,1.8823529411764703,101.0,5.9411764705882355,278.0,16.35294117647059,33.0,1.9411764705882355,975.0,57.35294117647059,164.0,9.647058823529411,117.0,6.88235294117647
G31106,Gars am Kamp,2909.0,1807,45,1762,29.0,1.6458569807037458,130.0,7.377979568671964,335.0,19.012485811577754,60.0,3.40522133938706,944.0,53.575482406356414,150.0,8.51305334846765,114.0,6.469920544835414
G31107,Geras,1074.0,735,36,699,18.0,2.575107296137339,40.0,5.7224606580829755,129.0,18.4549356223176,26.0,3.719599427753934,391.0,55.93705293276109,59.0,8.44062947067239,36.0,5.150214592274678
G31109,Horn,5119.0,2893,101,2792,61.0,2.184813753581662,181.0,6.482808022922636,581.0,20.80945558739255,62.0,2.220630372492837,1421.0,50.89541547277937,260.0,9.312320916905444,226.0,8.094555873925502
G31110,Irnfritz-Messern,1179.0,821,37,784,11.0,1.403061224489796,52.0,6.63265306122449,169.0,21.556122448979593,31.0,3.9540816326530615,400.0,51.02040816326531,57.0,7.270408163265306,64.0,8.16326530612245
G31111,Japons,588.0,422,8,414,10.0,2.4154589371980677,19.0,4.5893719806763285,72.0,17.391304347826086,15.0,3.6231884057971016,251.0,60.6280193236715,18.0,4.3478260869565215,29.0,7.004830917874397
G31113,Langau,589.0,405,15,390,10.0,2.564102564102564,17.0,4.358974358974359,67.0,17.17948717948718,11.0,2.8205128205128207,221.0,56.666666666666664,42.0,10.76923076923077,22.0,5.641025641025641
G31114,Meiseldorf,726.0,498,18,480,8.0,1.6666666666666667,23.0,4.791666666666667,87.0,18.125,11.0,2.2916666666666665,262.0,54.58333333333333,45.0,9.375,44.0,9.166666666666666
G31117,Pernegg,563.0,410,32,378,6.0,1.5873015873015872,30.0,7.936507936507936,61.0,16.137566137566136,13.0,3.439153439153439,213.0,56.34920634920635,28.0,7.4074074074074066,27.0,7.142857142857142
G31119,Röhrenbach,423.0,313,14,299,2.0,0.6688963210702341,15.0,5.016722408026756,54.0,18.06020066889632,7.0,2.341137123745819,180.0,60.200668896321076,23.0,7.6923076923076925,18.0,6.0200668896321075
G31120,Röschitz,906.0,650,24,626,18.0,2.8753993610223643,46.0,7.348242811501597,90.0,14.376996805111823,12.0,1.9169329073482428,370.0,59.105431309904155,58.0,9.26517571884984,32.0,5.111821086261981
G31121,Rosenburg-Mold,672.0,442,20,422,8.0,1.8957345971563981,35.0,8.293838862559241,80.0,18.95734597156398,12.0,2.843601895734597,218.0,51.65876777251185,52.0,12.322274881516588,17.0,4.028436018957346
G31123,St. Bernhard-Frauenhofen,1079.0,786,34,752,13.0,1.7287234042553192,44.0,5.851063829787234,157.0,20.877659574468087,26.0,3.4574468085106385,404.0,53.72340425531915,60.0,7.9787234042553195,48.0,6.382978723404255
G31124,Sigmundsherberg,1418.0,934,40,894,11.0,1.2304250559284116,66.0,7.38255033557047,162.0,18.120805369127517,25.0,2.796420581655481,488.0,54.58612975391499,76.0,8.501118568232663,66.0,7.38255033557047
G31129,Weitersfeld,1268.0,873,62,811,16.0,1.972872996300863,18.0,2.219482120838471,113.0,13.933415536374847,19.0,2.342786683107275,514.0,63.37854500616523,69.0,8.508014796547473,62.0,7.644882860665844
G31130,Straning-Grafenberg,576.0,414,19,395,17.0,4.30379746835443,17.0,4.30379746835443,72.0,18.227848101265824,12.0,3.0379746835443036,207.0,52.40506329113924,41.0,10.379746835443038,29.0,7.341772151898734
G31199,Wahlkarten - Horn,0.0,2928,63,2865,60.0,2.094240837696335,137.0,4.781849912739966,380.0,13.263525305410123,76.0,2.6527050610820244,1710.0,59.68586387434554,217.0,7.574171029668412,285.0,9.947643979057592
G31200,Korneuburg,69918.0,51023,1143,49880,841.0,1.686046511627907,2335.0,4.6812349639133926,7290.0,14.615076182838813,777.0,1.557738572574178,29111.0,58.362068965517246,4742.0,9.50681635926223,4784.0,9.591018444266238
G31201,Bisamberg,3664.0,2310,40,2270,22.0,0.9691629955947136,67.0,2.951541850220264,211.0,9.295154185022026,21.0,0.9251101321585903,1528.0,67.31277533039648,205.0,9.030837004405285,216.0,9.515418502202644
G31202,Enzersfeld im Weinviertel,1431.0,926,42,884,10.0,1.1312217194570136,41.0,4.638009049773756,136.0,15.384615384615385,7.0,0.7918552036199095,488.0,55.203619909502265,112.0,12.669683257918551,90.0,10.180995475113122
G31203,Ernstbrunn,2584.0,1645,54,1591,37.0,2.3255813953488373,90.0,5.656819610307982,256.0,16.090509113764927,42.0,2.6398491514770583,839.0,52.73412947831553,198.0,12.445003142677562,129.0,8.108108108108109
G31204,Großmugl,1328.0,884,29,855,26.0,3.0409356725146197,46.0,5.380116959064328,128.0,14.97076023391813,16.0,1.8713450292397662,479.0,56.0233918128655,81.0,9.473684210526317,79.0,9.239766081871345
G31205,Großrußbach,1782.0,1211,28,1183,30.0,2.53592561284869,74.0,6.255283178360102,154.0,13.017751479289942,34.0,2.8740490278951816,660.0,55.79036348267118,130.0,10.989010989010989,101.0,8.537616229923922
G31206,Hagenbrunn,1743.0,1101,22,1079,16.0,1.4828544949026876,60.0,5.560704355885079,175.0,16.218721037998147,21.0,1.9462465245597778,603.0,55.88507877664504,108.0,10.009267840593141,96.0,8.897126969416126
G31207,Harmannsdorf,3224.0,2165,53,2112,41.0,1.941287878787879,104.0,4.924242424242424,370.0,17.518939393939394,26.0,1.231060606060606,1217.0,57.623106060606055,195.0,9.232954545454545,159.0,7.528409090909091
G31208,Hausleiten,2985.0,1960,55,1905,34.0,1.7847769028871392,100.0,5.2493438320209975,342.0,17.95275590551181,37.0,1.942257217847769,948.0,49.76377952755905,213.0,11.181102362204724,231.0,12.125984251968504
G31213,Korneuburg,9729.0,5746,113,5633,76.0,1.3491922598970352,255.0,4.526895082549263,796.0,14.131013669447896,60.0,1.0651517841292384,3354.0,59.541984732824424,487.0,8.645481981182318,605.0,10.740280489969821
G31214,Langenzersdorf,6237.0,3894,70,3824,60.0,1.5690376569037656,118.0,3.085774058577406,429.0,11.218619246861925,65.0,1.6997907949790794,2428.0,63.49372384937239,374.0,9.780334728033473,350.0,9.152719665271967
G31215,Leitzersdorf,963.0,637,23,614,25.0,4.071661237785016,23.0,3.7459283387622153,112.0,18.241042345276874,16.0,2.6058631921824107,326.0,53.09446254071661,59.0,9.609120521172638,53.0,8.631921824104234
G31216,Leobendorf,3983.0,2693,54,2639,43.0,1.62940507768094,85.0,3.220917014020462,364.0,13.793103448275861,39.0,1.477832512315271,1596.0,60.47745358090185,260.0,9.852216748768473,252.0,9.549071618037134
