GKZ,Gebietsname,"Wahl-
berechtigte",Stimmen,Unnamed: 4,Unnamed: 5,Dr. Michael Brunner,%,Gerald Grosz,%.1,Dr. Walter Rosenkranz,%.2,Heinrich Staudinger,%.3,Dr. Alexander Van der Bellen,%.4,Dr. Tassilo Wallentin,%.5,Dr. Dominik Wlazny,%.6
,,,Abgegeb.,Ungültige,Gültige,,,,,,,,,,,,,,
G40813,Kematen am Innbach,1066.0,622,17,605,23.0,3.8016528925619832,48.0,7.933884297520661,173.0,28.595041322314053,13.0,2.1487603305785123,258.0,42.64462809917355,50.0,8.264462809917356,40.0,6.6115702479338845
G40814,Meggenhofen,1223.0,722,22,700,16.0,2.2857142857142856,38.0,5.428571428571429,129.0,18.428571428571427,24.0,3.428571428571429,377.0,53.85714285714286,52.0,7.428571428571429,64.0,9.142857142857142
G40815,Michaelnbach,1044.0,525,14,511,11.0,2.152641878669276,27.0,5.283757338551859,132.0,25.83170254403131,6.0,1.1741682974559686,258.0,50.489236790606654,45.0,8.806262230919765,32.0,6.262230919765166
G40816,Natternbach,1885.0,1106,54,1052,19.0,1.8060836501901139,54.0,5.133079847908745,316.0,30.038022813688215,20.0,1.9011406844106464,484.0,46.00760456273764,95.0,9.03041825095057,64.0,6.083650190114068
G40817,Neukirchen am Walde,1322.0,843,29,814,18.0,2.211302211302211,48.0,5.896805896805897,241.0,29.606879606879605,11.0,1.3513513513513513,386.0,47.420147420147416,69.0,8.476658476658477,41.0,5.036855036855037
G40818,Neumarkt im Hausruckkreis,1123.0,516,13,503,11.0,2.1868787276341948,26.0,5.168986083499006,120.0,23.856858846918488,8.0,1.5904572564612325,252.0,50.09940357852882,41.0,8.151093439363818,45.0,8.946322067594433
G40820,Pötting,465.0,283,8,275,6.0,2.181818181818182,5.0,1.8181818181818181,40.0,14.545454545454545,4.0,1.4545454545454546,200.0,72.72727272727273,7.0,2.5454545454545454,13.0,4.7272727272727275
G40821,Pollham,794.0,413,13,400,9.0,2.25,14.0,3.5000000000000004,98.0,24.5,13.0,3.25,219.0,54.75,27.0,6.75,20.0,5.0
G40822,Pram,1435.0,690,22,668,12.0,1.7964071856287425,33.0,4.940119760479042,205.0,30.688622754491018,13.0,1.9461077844311379,319.0,47.75449101796407,38.0,5.688622754491018,48.0,7.18562874251497
G40823,Rottenbach,857.0,501,15,486,9.0,1.8518518518518516,28.0,5.761316872427984,153.0,31.48148148148148,20.0,4.11522633744856,191.0,39.300411522633745,43.0,8.847736625514404,42.0,8.641975308641975
G40824,St. Agatha,1749.0,947,32,915,16.0,1.7486338797814207,46.0,5.027322404371585,227.0,24.808743169398905,12.0,1.3114754098360655,480.0,52.459016393442624,74.0,8.087431693989071,60.0,6.557377049180328
G40825,St. Georgen bei Grieskirchen,1047.0,595,11,584,14.0,2.3972602739726026,33.0,5.650684931506849,105.0,17.97945205479452,8.0,1.36986301369863,339.0,58.04794520547946,46.0,7.876712328767123,39.0,6.678082191780822
G40826,St. Thomas,446.0,276,20,256,6.0,2.34375,16.0,6.25,70.0,27.34375,3.0,1.171875,114.0,44.53125,26.0,10.15625,21.0,8.203125
G40827,Schlüßlberg,2360.0,1344,36,1308,27.0,2.064220183486239,65.0,4.969418960244648,289.0,22.09480122324159,32.0,2.4464831804281344,697.0,53.28746177370031,104.0,7.951070336391437,94.0,7.186544342507645
G40828,Steegen,928.0,483,13,470,9.0,1.9148936170212765,26.0,5.531914893617021,148.0,31.48936170212766,11.0,2.3404255319148937,221.0,47.02127659574468,29.0,6.170212765957447,26.0,5.531914893617021
G40829,Taufkirchen an der Trattnach,1576.0,841,28,813,15.0,1.8450184501845017,58.0,7.134071340713407,242.0,29.766297662976633,23.0,2.8290282902829027,371.0,45.63345633456334,57.0,7.011070110701106,47.0,5.781057810578106
G40830,Tollet,766.0,433,5,428,8.0,1.8691588785046727,11.0,2.570093457943925,69.0,16.121495327102803,21.0,4.906542056074766,246.0,57.476635514018696,32.0,7.476635514018691,41.0,9.579439252336448
G40831,Waizenkirchen,2918.0,1591,49,1542,29.0,1.880674448767834,61.0,3.955901426718547,372.0,24.124513618677042,38.0,2.4643320363164722,887.0,57.52269779507133,79.0,5.123216601815823,76.0,4.9286640726329445
G40832,Wallern an der Trattnach,2415.0,1346,32,1314,26.0,1.97869101978691,56.0,4.26179604261796,308.0,23.43987823439878,26.0,1.97869101978691,744.0,56.62100456621004,94.0,7.15372907153729,60.0,4.5662100456621
G40833,Weibern,1294.0,688,25,663,12.0,1.809954751131222,26.0,3.9215686274509802,105.0,15.837104072398189,27.0,4.072398190045249,384.0,57.9185520361991,60.0,9.049773755656108,49.0,7.390648567119156
G40834,Wendling,713.0,378,18,360,7.0,1.9444444444444444,20.0,5.555555555555555,113.0,31.38888888888889,12.0,3.3333333333333335,169.0,46.94444444444444,13.0,3.6111111111111107,26.0,7.222222222222221
G40835,Peuerbach,3712.0,1942,43,1899,46.0,2.422327540810953,87.0,4.581358609794629,481.0,25.3291205897841,39.0,2.0537124802527646,1001.0,52.711953659820956,97.0,5.107951553449184,148.0,7.793575566087414
G40899,Wahlkarten - Grieskirchen,0.0,9188,225,8963,168.0,1.8743724199486778,398.0,4.440477518687939,1638.0,18.275131094499606,225.0,2.510320205288408,5329.0,59.45553943991967,594.0,6.627245341961396,611.0,6.816913979694299
G40900,Kirchdorf an der Krems,43438.0,29820,789,29031,743.0,2.5593331266577106,1615.0,5.563018841927595,6339.0,21.83527952877958,833.0,2.8693465605731805,15141.0,52.15459336571251,2278.0,7.846784471771555,2082.0,7.171644104577865
G40901,Edlbach,496.0,253,9,244,7.0,2.8688524590163933,10.0,4.098360655737705,50.0,20.491803278688526,7.0,2.8688524590163933,122.0,50.0,27.0,11.065573770491802,21.0,8.60655737704918
G40902,Grünburg,2912.0,1390,44,1346,31.0,2.3031203566121845,98.0,7.280832095096583,408.0,30.312035661218424,40.0,2.9717682020802374,595.0,44.205052005943536,87.0,6.463595839524518,87.0,6.463595839524518
G40903,Hinterstoder,706.0,346,7,339,4.0,1.1799410029498525,11.0,3.2448377581120944,61.0,17.99410029498525,10.0,2.949852507374631,197.0,58.11209439528023,38.0,11.209439528023598,18.0,5.3097345132743365
G40904,Inzersdorf im Kremstal,1514.0,836,29,807,27.0,3.3457249070631967,50.0,6.195786864931847,194.0,24.03965303593556,36.0,4.4609665427509295,377.0,46.71623296158612,69.0,8.550185873605948,54.0,6.691449814126393
G40905,Kirchdorf an der Krems,3386.0,1528,29,1499,32.0,2.1347565043362238,80.0,5.33689126084056,299.0,19.946631087391594,28.0,1.8679119412941962,835.0,55.70380253502335,103.0,6.871247498332221,122.0,8.138759172781855
G40906,Klaus an der Pyhrnbahn,834.0,468,12,456,20.0,4.385964912280701,24.0,5.263157894736842,98.0,21.49122807017544,22.0,4.824561403508771,213.0,46.71052631578947,44.0,9.649122807017543,35.0,7.675438596491229
G40907,Kremsmünster,4649.0,2475,53,2422,72.0,2.972749793559042,121.0,4.995871180842279,528.0,21.80016515276631,55.0,2.2708505367464906,1304.0,53.839801816680435,183.0,7.555739058629232,159.0,6.564822460776218
G40908,Micheldorf in Oberösterreich,4515.0,2550,58,2492,48.0,1.9261637239165328,119.0,4.775280898876404,488.0,19.58266452648475,74.0,2.9695024077046552,1374.0,55.13643659711075,206.0,8.26645264847512,183.0,7.343499197431782
G40909,Molln,2774.0,1488,37,1451,39.0,2.6878015161957274,83.0,5.720192970365265,325.0,22.398345968297726,36.0,2.4810475534114405,766.0,52.791178497587865,116.0,7.994486560992418,86.0,5.926946933149552
G40910,Nußbach,1830.0,1078,34,1044,36.0,3.4482758620689653,57.0,5.459770114942529,204.0,19.54022988505747,40.0,3.8314176245210727,573.0,54.88505747126437,67.0,6.417624521072797,67.0,6.417624521072797
G40911,Oberschlierbach,366.0,212,6,206,7.0,3.3980582524271843,6.0,2.912621359223301,35.0,16.990291262135923,12.0,5.825242718446602,125.0,60.679611650485434,6.0,2.912621359223301,15.0,7.281553398058252
G40912,Pettenbach,4067.0,2317,81,2236,57.0,2.5491949910554563,155.0,6.932021466905187,706.0,31.5742397137746,79.0,3.5330948121645798,920.0,41.14490161001789,172.0,7.6923076923076925,147.0,6.574239713774597
G40913,Ried im Traunkreis,2219.0,1189,37,1152,39.0,3.3854166666666665,113.0,9.809027777777777,274.0,23.78472222222222,35.0,3.038194444444444,536.0,46.52777777777778,79.0,6.857638888888889,76.0,6.597222222222222
G40914,Rosenau am Hengstpaß,492.0,215,1,214,4.0,1.8691588785046727,20.0,9.345794392523365,63.0,29.439252336448597,6.0,2.803738317757009,95.0,44.39252336448598,12.0,5.607476635514018,14.0,6.5420560747663545
G40915,Roßleithen,1477.0,727,21,706,19.0,2.6912181303116145,25.0,3.5410764872521248,181.0,25.63739376770538,18.0,2.5495750708215295,353.0,50.0,69.0,9.773371104815865,41.0,5.807365439093484
G40916,St. Pankraz,279.0,130,3,127,2.0,1.574803149606299,7.0,5.511811023622047,49.0,38.582677165354326,1.0,0.7874015748031495,55.0,43.30708661417323,9.0,7.086614173228346,4.0,3.149606299212598
G40917,Schlierbach,2185.0,1162,26,1136,29.0,2.552816901408451,64.0,5.633802816901409,266.0,23.41549295774648,19.0,1.6725352112676055,586.0,51.58450704225353,82.0,7.21830985915493,90.0,7.922535211267606
G40918,Spital am Pyhrn,1730.0,774,28,746,17.0,2.278820375335121,53.0,7.104557640750671,204.0,27.34584450402145,13.0,1.742627345844504,330.0,44.23592493297587,67.0,8.981233243967829,62.0,8.310991957104557
G40919,Steinbach am Ziehberg,698.0,398,19,379,4.0,1.0554089709762533,23.0,6.068601583113456,96.0,25.32981530343008,13.0,3.430079155672823,192.0,50.65963060686016,28.0,7.387862796833773,23.0,6.068601583113456
G40920,Steinbach an der Steyr,1570.0,900,45,855,23.0,2.690058479532164,56.0,6.549707602339182,227.0,26.54970760233918,19.0,2.2222222222222223,397.0,46.4327485380117,75.0,8.771929824561402,58.0,6.783625730994151
G40921,Vorderstoder,664.0,321,12,309,8.0,2.5889967637540456,17.0,5.501618122977346,67.0,21.68284789644013,5.0,1.6181229773462782,170.0,55.016181229773466,25.0,8.090614886731391,17.0,5.501618122977346
G40922,Wartberg an der Krems,2245.0,1244,35,1209,34.0,2.8122415219189416,58.0,4.797353184449959,307.0,25.392886683209266,42.0,3.4739454094292808,577.0,47.72539288668321,97.0,8.02315963606286,94.0,7.775020678246484
G40923,Windischgarsten,1830.0,879,19,860,20.0,2.3255813953488373,42.0,4.883720930232558,154.0,17.906976744186046,18.0,2.0930232558139537,486.0,56.51162790697675,78.0,9.069767441860465,62.0,7.209302325581396
G40999,Wahlkarten - Kirchdorf an der Krems,0.0,6940,144,6796,164.0,2.413184226015303,323.0,4.752795762213066,1055.0,15.523837551500883,205.0,3.0164802825191286,3963.0,58.313713949381984,539.0,7.931135962330783,547.0,8.048852266038846
G41000,Linz-Land,107705.0,73329,1611,71718,1684.0,2.348085557321732,3829.0,5.338966507710756,12985.0,18.10563596307761,1051.0,1.4654619481859505,41210.0,57.46116734989821,5736.0,7.997992135865473,5223.0,7.282690537940266
G41001,Allhaming,922.0,527,21,506,10.0,1.9762845849802373,24.0,4.743083003952568,92.0,18.181818181818183,8.0,1.5810276679841897,289.0,57.11462450592886,53.0,10.474308300395258,30.0,5.928853754940711
G41002,Ansfelden,11121.0,5268,95,5173,129.0,2.493717378697081,335.0,6.475932727624202,1366.0,26.40634061473033,72.0,1.3918422578774405,2530.0,48.90779045041562,439.0,8.486371544558285,302.0,5.838005026097042
G41003,Asten,4568.0,2504,70,2434,78.0,3.2046014790468362,175.0,7.189811010682005,553.0,22.719802793755136,29.0,1.191454396055875,1158.0,47.5760065735415,249.0,10.230073952341824,192.0,7.8882497945768275
G41004,Eggendorf im Traunkreis,815.0,449,12,437,10.0,2.2883295194508007,18.0,4.118993135011442,90.0,20.59496567505721,7.0,1.6018306636155606,218.0,49.88558352402746,46.0,10.526315789473683,48.0,10.983981693363845
G41005,Enns,7806.0,4143,74,4069,105.0,2.5804866060457115,258.0,6.340624231998033,777.0,19.095600884738264,74.0,1.8186286556893587,2249.0,55.27156549520767,273.0,6.7092651757188495,333.0,8.183828950602114
G41006,Hargelsberg,1096.0,651,17,634,20.0,3.1545741324921135,41.0,6.466876971608833,90.0,14.195583596214512,16.0,2.5236593059936907,373.0,58.83280757097792,52.0,8.201892744479496,42.0,6.624605678233439
G41007,Hörsching,4628.0,2556,56,2500,52.0,2.08,187.0,7.48,590.0,23.599999999999998,38.0,1.52,1237.0,49.480000000000004,229.0,9.16,167.0,6.68
G41008,Hofkirchen im Traunkreis,1534.0,874,25,849,17.0,2.0023557126030624,50.0,5.889281507656066,153.0,18.021201413427562,11.0,1.2956419316843346,475.0,55.948174322732626,83.0,9.77620730270907,60.0,7.06713780918728
G41009,Kematen an der Krems,2194.0,1178,26,1152,25.0,2.170138888888889,80.0,6.944444444444445,242.0,21.006944444444446,19.0,1.6493055555555556,567.0,49.21875,98.0,8.506944444444445,121.0,10.503472222222223
G41010,Kirchberg-Thening,2064.0,1186,17,1169,24.0,2.0530367835757057,52.0,4.448246364414029,189.0,16.16766467065868,21.0,1.7964071856287425,749.0,64.07185628742515,73.0,6.244653550042772,61.0,5.218135158254919
G41011,Kronstorf,2645.0,1579,46,1533,30.0,1.9569471624266144,93.0,6.066536203522505,342.0,22.309197651663403,23.0,1.5003261578604044,790.0,51.532941943900845,132.0,8.610567514677104,123.0,8.023483365949119
G41012,Leonding,20752.0,11245,199,11046,251.0,2.2723157704146297,560.0,5.069708491761723,1788.0,16.18685497012493,120.0,1.0863661053775122,6721.0,60.84555495201883,791.0,7.160963244613434,815.0,7.3782364656889365
G41013,St. Florian,5114.0,2838,69,2769,56.0,2.0223907547851208,129.0,4.658721560130011,450.0,16.251354279523294,46.0,1.6612495485734922,1674.0,60.45503791982665,232.0,8.378475984109787,182.0,6.572769953051644
G41014,Neuhofen an der Krems,4982.0,2186,43,2143,67.0,3.126458236117592,101.0,4.7130191320578625,384.0,17.918805412972468,37.0,1.726551563229118,1204.0,56.18292113859076,160.0,7.466168922071861,190.0,8.866075594960336
G41015,Niederneukirchen,1669.0,929,32,897,9.0,1.0033444816053512,68.0,7.58082497212932,166.0,18.50613154960981,16.0,1.7837235228539576,520.0,57.971014492753625,54.0,6.0200668896321075,64.0,7.1348940914158305
G41016,Oftering,1661.0,960,19,941,12.0,1.2752391073326248,33.0,3.5069075451647183,193.0,20.51009564293305,15.0,1.5940488841657812,516.0,54.83528161530287,90.0,9.564293304994687,82.0,8.71413390010627
G41017,Pasching,5433.0,2866,45,2821,60.0,2.1269053527118045,139.0,4.927330733782346,514.0,18.220489188231124,39.0,1.3824884792626728,1644.0,58.277206664303435,244.0,8.649415101028005,181.0,6.41616448068061
G41018,Piberbach,1463.0,792,25,767,21.0,2.737940026075619,53.0,6.910039113428944,161.0,20.990873533246415,17.0,2.216427640156454,369.0,48.109517601043024,88.0,11.473272490221643,58.0,7.561929595827902
G41019,Pucking,3188.0,1782,47,1735,34.0,1.9596541786743515,110.0,6.340057636887608,500.0,28.818443804034583,16.0,0.9221902017291067,798.0,45.99423631123919,151.0,8.703170028818445,126.0,7.262247838616714
G41020,St. Marien,3831.0,2149,64,2085,38.0,1.8225419664268585,119.0,5.707434052757794,370.0,17.74580335731415,49.0,2.3501199040767387,1187.0,56.930455635491604,188.0,9.016786570743406,134.0,6.4268585131894485
G41021,Traun,15599.0,7785,157,7628,204.0,2.674357629785003,492.0,6.449921342422653,1621.0,21.250655479811222,100.0,1.3109596224436286,4075.0,53.421604614577866,622.0,8.15416885159937,514.0,6.738332459360253
G41022,Wilhering,4620.0,2658,55,2603,69.0,2.650787552823665,103.0,3.9569727237802534,317.0,12.178255858624663,32.0,1.2293507491356128,1734.0,66.61544371878601,183.0,7.030349596619286,165.0,6.338839800230503
G41099,Wahlkarten - Linz-Land,0.0,16224,397,15827,363.0,2.293548998546787,609.0,3.847854931446263,2037.0,12.870411322423706,246.0,1.5543059328994757,10133.0,64.0235041384975,1206.0,7.619890061287673,1233.0,7.790484614898591
G41100,Perg,53147.0,38971,1169,37802,917.0,2.4257975768477857,2209.0,5.8436061584043175,7672.0,20.295222475001324,868.0,2.296174805565843,20786.0,54.98650865033596,2810.0,7.433469128617533,2540.0,6.719221205227237
G41101,Allerheiligen im Mühlkreis,1032.0,642,32,610,13.0,2.1311475409836063,30.0,4.918032786885246,131.0,21.475409836065573,12.0,1.9672131147540985,337.0,55.24590163934426,46.0,7.540983606557377,41.0,6.721311475409836
G41102,Arbing,1175.0,695,19,676,18.0,2.6627218934911245,34.0,5.029585798816568,137.0,20.266272189349113,8.0,1.183431952662722,398.0,58.875739644970416,48.0,7.100591715976331,33.0,4.881656804733728
G41103,Baumgartenberg,1388.0,799,18,781,26.0,3.329065300896287,54.0,6.9142125480153656,225.0,28.809218950064018,10.0,1.2804097311139564,352.0,45.07042253521127,64.0,8.194622279129321,50.0,6.402048655569782
G41104,Dimbach,812.0,477,19,458,20.0,4.366812227074235,31.0,6.768558951965066,131.0,28.602620087336245,23.0,5.021834061135371,210.0,45.851528384279476,29.0,6.331877729257641,14.0,3.056768558951965
G41105,Grein,2291.0,1250,46,1204,34.0,2.823920265780731,74.0,6.146179401993355,314.0,26.079734219269103,36.0,2.990033222591362,557.0,46.262458471760795,119.0,9.883720930232558,70.0,5.813953488372093
G41106,Katsdorf,2557.0,1444,42,1402,30.0,2.1398002853067046,69.0,4.921540656205421,252.0,17.97432239657632,24.0,1.7118402282453637,828.0,59.05848787446505,88.0,6.276747503566334,111.0,7.917261055634807
G41107,Klam,789.0,405,15,390,9.0,2.307692307692308,23.0,5.897435897435897,112.0,28.717948717948715,9.0,2.307692307692308,157.0,40.256410256410255,28.0,7.179487179487179,52.0,13.333333333333334
G41108,Bad Kreuzen,1755.0,1016,45,971,37.0,3.810504634397528,70.0,7.209062821833162,250.0,25.746652935118437,33.0,3.398558187435633,447.0,46.03501544799176,90.0,9.268795056642636,44.0,4.531410916580844
G41109,Langenstein,1954.0,1240,30,1210,29.0,2.396694214876033,91.0,7.520661157024794,250.0,20.66115702479339,7.0,0.5785123966942148,645.0,53.30578512396694,110.0,9.090909090909092,78.0,6.446280991735537
G41110,Luftenberg an der Donau,3394.0,1919,41,1878,33.0,1.7571884984025559,109.0,5.804046858359958,400.0,21.299254526091588,32.0,1.703940362087327,1034.0,55.05857294994675,163.0,8.67944621938232,107.0,5.697550585729499
G41111,Mauthausen,3479.0,1806,38,1768,22.0,1.244343891402715,101.0,5.712669683257919,279.0,15.780542986425338,26.0,1.4705882352941175,1076.0,60.85972850678733,112.0,6.334841628959276,152.0,8.597285067873303
G41112,Mitterkirchen im Machland,1361.0,743,34,709,13.0,1.8335684062059237,59.0,8.321579689703809,160.0,22.566995768688294,9.0,1.2693935119887165,372.0,52.468265162200275,60.0,8.46262341325811,36.0,5.077574047954866
G41113,Münzbach,1392.0,860,43,817,25.0,3.0599755201958385,45.0,5.507955936352509,218.0,26.682986536107713,30.0,3.6719706242350063,402.0,49.20440636474908,50.0,6.119951040391677,47.0,5.752753977968176
G41114,Naarn im Machlande,2871.0,1809,61,1748,27.0,1.5446224256292906,95.0,5.434782608695652,364.0,20.823798627002287,25.0,1.4302059496567507,960.0,54.91990846681922,156.0,8.924485125858125,121.0,6.922196796338673
G41115,Pabneukirchen,1322.0,750,32,718,29.0,4.03899721448468,62.0,8.635097493036211,200.0,27.85515320334262,21.0,2.9247910863509747,316.0,44.01114206128134,64.0,8.913649025069638,26.0,3.6211699164345403
G41116,Perg,6479.0,3449,89,3360,84.0,2.5,195.0,5.803571428571429,735.0,21.875,63.0,1.875,1782.0,53.035714285714285,260.0,7.738095238095238,241.0,7.1726190476190474
G41117,Rechberg,757.0,464,21,443,16.0,3.611738148984198,12.0,2.708803611738149,86.0,19.41309255079007,22.0,4.966139954853273,249.0,56.20767494356659,23.0,5.191873589164786,35.0,7.900677200902935
G41118,Ried in der Riedmark,3450.0,2026,42,1984,44.0,2.217741935483871,98.0,4.939516129032258,327.0,16.48185483870968,34.0,1.7137096774193548,1191.0,60.03024193548387,123.0,6.199596774193548,167.0,8.417338709677418
G41119,St. Georgen am Walde,1619.0,820,48,772,23.0,2.9792746113989637,82.0,10.621761658031089,217.0,28.10880829015544,28.0,3.6269430051813467,342.0,44.30051813471503,54.0,6.994818652849741,26.0,3.3678756476683938
G41120,St. Georgen an der Gusen,3386.0,1892,50,1842,44.0,2.3887079261672097,107.0,5.808903365906623,348.0,18.892508143322477,34.0,1.8458197611292075,1022.0,55.48317046688383,139.0,7.546145494028231,148.0,8.034744842562432
G41121,St. Nikola an der Donau,533.0,364,18,346,8.0,2.312138728323699,20.0,5.780346820809249,85.0,24.566473988439306,20.0,5.780346820809249,177.0,51.15606936416185,23.0,6.6473988439306355,13.0,3.7572254335260116
G41122,St. Thomas am Blasenstein,749.0,447,17,430,17.0,3.953488372093023,23.0,5.348837209302325,93.0,21.627906976744185,23.0,5.348837209302325,230.0,53.48837209302325,23.0,5.348837209302325,21.0,4.883720930232558
G41123,Saxen,1333.0,750,30,720,12.0,1.6666666666666667,33.0,4.583333333333333,196.0,27.22222222222222,19.0,2.638888888888889,371.0,51.52777777777777,49.0,6.805555555555555,40.0,5.555555555555555
G41124,Schwertberg,3883.0,2242,46,2196,42.0,1.912568306010929,130.0,5.919854280510018,384.0,17.48633879781421,39.0,1.7759562841530054,1287.0,58.606557377049185,170.0,7.741347905282331,144.0,6.557377049180328
G41125,Waldhausen im Strudengau,2261.0,1297,62,1235,44.0,3.562753036437247,83.0,6.720647773279352,365.0,29.554655870445345,31.0,2.5101214574898787,553.0,44.77732793522267,104.0,8.421052631578947,55.0,4.4534412955465585
G41126,Windhaag bei Perg,1125.0,633,18,615,19.0,3.089430894308943,34.0,5.528455284552845,106.0,17.235772357723576,16.0,2.6016260162601625,347.0,56.422764227642276,54.0,8.780487804878048,39.0,6.341463414634147
G41199,Wahlkarten - Perg,0.0,8732,213,8519,199.0,2.335954924286888,445.0,5.2236177955159055,1307.0,15.342176311773684,234.0,2.746801267754431,5144.0,60.38267402277263,561.0,6.585279962436906,629.0,7.383495715459561
G41200,Ried im Innkreis,46272.0,30986,860,30126,690.0,2.290380402310297,1655.0,5.493593573657305,7365.0,24.44732125074686,627.0,2.0812587134037046,15604.0,51.79579101108677,2144.0,7.116776206598951,2041.0,6.7748788421961095
G41201,Andrichsfurt,591.0,318,19,299,4.0,1.3377926421404682,12.0,4.013377926421405,79.0,26.421404682274247,8.0,2.6755852842809364,156.0,52.17391304347826,25.0,8.361204013377927,15.0,5.016722408026756
G41202,Antiesenhofen,783.0,347,10,337,4.0,1.1869436201780417,24.0,7.121661721068249,116.0,34.42136498516321,1.0,0.2967359050445104,133.0,39.46587537091988,40.0,11.869436201780417,19.0,5.637982195845697
G41203,Aurolzmünster,2220.0,1059,25,1034,25.0,2.4177949709864603,86.0,8.317214700193423,326.0,31.52804642166344,22.0,2.127659574468085,434.0,41.97292069632495,93.0,8.994197292069632,48.0,4.642166344294004
G41204,Eberschwang,2705.0,1320,36,1284,30.0,2.336448598130841,63.0,4.906542056074766,363.0,28.27102803738318,29.0,2.258566978193146,596.0,46.41744548286604,105.0,8.177570093457943,98.0,7.632398753894081
G41205,Eitzing,689.0,313,13,300,10.0,3.3333333333333335,12.0,4.0,80.0,26.666666666666668,5.0,1.6666666666666667,161.0,53.666666666666664,16.0,5.333333333333334,16.0,5.333333333333334
G41206,Geiersberg,400.0,207,9,198,5.0,2.525252525252525,13.0,6.565656565656567,44.0,22.22222222222222,7.0,3.535353535353535,110.0,55.55555555555556,10.0,5.05050505050505,9.0,4.545454545454546
G41207,Geinberg,1045.0,433,14,419,13.0,3.1026252983293556,52.0,12.410501193317423,130.0,31.026252983293556,10.0,2.386634844868735,155.0,36.9928400954654,37.0,8.83054892601432,22.0,5.250596658711217
G41208,Gurten,922.0,374,9,365,8.0,2.191780821917808,17.0,4.657534246575342,115.0,31.506849315068493,10.0,2.73972602739726,162.0,44.38356164383562,26.0,7.123287671232877,27.0,7.397260273972603
G41209,Hohenzell,1814.0,970,27,943,15.0,1.5906680805938493,34.0,3.6055143160127257,226.0,23.966065747614,11.0,1.166489925768823,545.0,57.79427359490986,57.0,6.044538706256628,55.0,5.832449628844114
G41210,Kirchdorf am Inn,490.0,287,12,275,4.0,1.4545454545454546,15.0,5.454545454545454,81.0,29.454545454545457,9.0,3.272727272727273,139.0,50.54545454545455,15.0,5.454545454545454,12.0,4.363636363636364
G41211,Kirchheim im Innkreis,634.0,356,11,345,9.0,2.608695652173913,24.0,6.956521739130435,110.0,31.88405797101449,6.0,1.7391304347826086,155.0,44.927536231884055,18.0,5.217391304347826,23.0,6.666666666666667
G41212,Lambrechten,1048.0,580,12,568,19.0,3.345070422535211,27.0,4.753521126760563,160.0,28.169014084507044,16.0,2.8169014084507045,258.0,45.42253521126761,43.0,7.570422535211267,45.0,7.922535211267606
G41213,Lohnsburg am Kobernaußerwald,1745.0,905,25,880,22.0,2.5,55.0,6.25,242.0,27.500000000000004,20.0,2.272727272727273,417.0,47.38636363636364,77.0,8.75,47.0,5.340909090909091
G41214,Mehrnbach,1857.0,808,17,791,13.0,1.643489254108723,43.0,5.436156763590392,233.0,29.45638432364096,17.0,2.1491782553729455,399.0,50.442477876106196,43.0,5.436156763590392,43.0,5.436156763590392
G41215,Mettmach,1933.0,1016,30,986,17.0,1.7241379310344827,75.0,7.606490872210954,354.0,35.902636916835704,23.0,2.332657200811359,345.0,34.98985801217038,101.0,10.243407707910752,71.0,7.200811359026369
G41216,Mörschwang,266.0,136,7,129,1.0,0.7751937984496124,1.0,0.7751937984496124,19.0,14.728682170542637,11.0,8.527131782945736,83.0,64.34108527131784,6.0,4.651162790697675,8.0,6.2015503875969
G41217,Mühlheim am Inn,532.0,315,8,307,7.0,2.2801302931596092,16.0,5.211726384364821,100.0,32.57328990228013,3.0,0.9771986970684038,146.0,47.55700325732899,14.0,4.5602605863192185,21.0,6.840390879478828
G41218,Neuhofen im Innkreis,1950.0,954,26,928,19.0,2.0474137931034484,38.0,4.094827586206897,165.0,17.780172413793103,11.0,1.1853448275862069,555.0,59.80603448275862,86.0,9.267241379310345,54.0,5.818965517241379
G41219,Obernberg am Inn,1080.0,444,8,436,7.0,1.6055045871559634,40.0,9.174311926605505,150.0,34.403669724770644,2.0,0.45871559633027525,183.0,41.97247706422018,30.0,6.8807339449541285,24.0,5.5045871559633035
G41220,Ort im Innkreis,941.0,449,12,437,7.0,1.6018306636155606,41.0,9.382151029748284,138.0,31.57894736842105,8.0,1.8306636155606408,197.0,45.08009153318078,20.0,4.576659038901601,26.0,5.949656750572083
G41221,Pattigham,788.0,405,18,387,16.0,4.1343669250646,14.0,3.6175710594315245,88.0,22.739018087855296,9.0,2.3255813953488373,209.0,54.00516795865633,20.0,5.167958656330749,31.0,8.010335917312661
G41222,Peterskirchen,537.0,304,15,289,7.0,2.422145328719723,10.0,3.4602076124567476,67.0,23.18339100346021,9.0,3.1141868512110724,148.0,51.21107266435986,28.0,9.688581314878892,20.0,6.920415224913495
G41223,Pramet,825.0,478,23,455,18.0,3.9560439560439558,23.0,5.054945054945055,154.0,33.84615384615385,9.0,1.9780219780219779,203.0,44.61538461538462,21.0,4.615384615384616,27.0,5.934065934065933
G41224,Reichersberg,1072.0,475,9,466,15.0,3.2188841201716736,34.0,7.296137339055794,119.0,25.536480686695278,11.0,2.3605150214592276,221.0,47.42489270386266,32.0,6.866952789699571,34.0,7.296137339055794
